,delay,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent(%)
39,280062190.132,Pennsylvania Av_0,Queensboro Plaza_0,28590212.6585,251635172.674,280225385.333,-163195.2005,40.664635,-73.894895,40.750582,-73.940202,-0.0582371223458
40,276535263.111,Rector St_0,Queensboro Plaza_0,25470415.5685,251635172.674,277105588.243,-570325.1315,40.7073372,-74.0135184,40.750582,-73.940202,-0.205815095653
41,271620085.768,Prospect Av_1,Queensboro Plaza_0,20019529.5006,251635172.674,271654702.175,-34616.4066,40.665414,-73.992872,40.750582,-73.940202,-0.0127427967648
42,271007680.433,Van Siclen Av_0,Queensboro Plaza_0,19469584.4818,251635172.674,271104757.156,-97076.7228001,40.665449,-73.889395,40.750582,-73.940202,-0.0358078271361
43,668479060.125,Jackson Hts - Roosevelt Av_0,Woodside - 61 St_0,315917299.582,47859069.7782,363776369.36,304702690.765,40.746644,-73.891338,40.74563,-73.902984,83.7609906605
44,303370570.104,125 St_2,Woodside - 61 St_0,256294926.729,47859069.7782,304153996.507,-783426.4032,40.804138,-73.937594,40.74563,-73.902984,-0.25757557428
45,171634706.989,Newkirk Plaza_0,Woodside - 61 St_0,123750250.403,47859069.7782,171609320.181,25386.8078,40.635082,-73.962793,40.74563,-73.902984,0.0147933735611
46,86616577.7344,Essex St_0,Woodside - 61 St_0,38814251.2265,47859069.7782,86673321.0047,-56743.2703,40.718315,-73.987437,40.74563,-73.902984,-0.0654679775071
47,118850707.48,Nostrand Av_1,Woodside - 61 St_0,71000339.244,47859069.7782,118859409.022,-8701.5422,40.680438,-73.950426,40.74563,-73.902984,-0.00732086948066
48,59559316.2322,25 St_0,Woodside - 61 St_0,11718325.4091,47859069.7782,59577395.1873,-18078.9551,40.660397,-73.998091,40.74563,-73.902984,-0.0303453265172
49,373523846.378,Broadway Jct_0,Woodside - 61 St_0,326405791.399,47859069.7782,374264861.177,-741014.7992,40.678904,-73.9045792,40.74563,-73.902984,-0.197992084234
50,131300045.479,145 St_0,Woodside - 61 St_0,83423715.5713,47859069.7782,131282785.35,17260.1295,40.824783,-73.944216,40.74563,-73.902984,0.0131472907541
51,299321935.247,Junction Blvd_0,Woodside - 61 St_0,269649748.36,47859069.7782,317508818.138,-18186882.8912,40.749145,-73.869527,40.74563,-73.902984,-5.72799300437
52,325652000.248,Kew Gardens - Union Tpke_0,Woodside - 61 St_0,278833714.346,47859069.7782,326692784.124,-1040783.8762,40.714441,-73.831008,40.74563,-73.902984,-0.318581837977
53,269022731.043,3 Av - 149 St_0,Woodside - 61 St_0,221492451.073,47859069.7782,269351520.851,-328789.8082,40.816109,-73.917757,40.74563,-73.902984,-0.122067180895
54,190339866.521,Times Sq - 42 St_0,Woodside - 61 St_0,145182887.829,47859069.7782,193041957.607,-2702091.0862,40.7551308,-73.9870916,40.74563,-73.902984,-1.39974289512
55,64435829.5549,Coney Island - Stillwell Av_0,Woodside - 61 St_0,16577467.2838,47859069.7782,64436537.062,-707.507100001,40.577422,-73.981233,40.74563,-73.902984,-0.00109799056911
56,188984709.385,34 St - Herald Sq_0,Woodside - 61 St_0,140234090.533,47859069.7782,188093160.311,891549.0738,40.749643,-73.9878865,40.74563,-73.902984,0.473993351127
57,124042789.258,125 St_3,Woodside - 61 St_0,76107032.3074,47859069.7782,123966102.086,76687.1724,40.811109,-73.952343,40.74563,-73.902984,0.0618614049404
58,121819919.132,96 St_0,Woodside - 61 St_0,74171566.4436,47859069.7782,122030636.222,-210717.0898,40.793919,-73.972323,40.74563,-73.902984,-0.17267556437
59,136068175.978,Fulton St_1,Woodside - 61 St_0,89515357.0672,47859069.7782,137374426.845,-1306250.8674,40.7102996,-74.0087818,40.74563,-73.902984,-0.950869020819
60,132138095.358,Kings Hwy_0,Woodside - 61 St_0,84282687.3848,47859069.7782,132141757.163,-3661.80500001,40.60867,-73.957734,40.74563,-73.902984,-0.00277111874295
61,129009248.147,Hoyt - Schermerhorn Sts_0,Woodside - 61 St_0,81539629.5011,47859069.7782,129398699.279,-389451.1323,40.688484,-73.985001,40.74563,-73.902984,-0.300969897278
62,127561368.363,34 St - Penn Station_0,Woodside - 61 St_0,81124382.4464,47859069.7782,128983452.225,-1422083.8616,40.750373,-73.991057,40.74563,-73.902984,-1.10253202025
63,125890672.175,Fulton St_0,Woodside - 61 St_0,78639689.6565,47859069.7782,126498759.435,-608087.2597,40.7097353333,-74.006908,40.74563,-73.902984,-0.480706105275
64,125000896.847,W 4 St_0,Woodside - 61 St_0,76243580.2394,47859069.7782,124102650.018,898246.8294,40.732338,-74.000495,40.74563,-73.902984,0.723793431706
65,118092577.406,Broadway-Lafayette St_0,Woodside - 61 St_0,69833172.7074,47859069.7782,117692242.486,400334.9204,40.725297,-73.996204,40.74563,-73.902984,0.340154042395
66,113951971.144,Canal St_2,Woodside - 61 St_0,66156570.768,47859069.7782,114015640.546,-63669.4022,40.720824,-74.005229,40.74563,-73.902984,-0.0558426913141
67,110241385.504,Utica Av_0,Woodside - 61 St_0,62383820.4525,47859069.7782,110242890.231,-1504.72670001,40.679364,-73.930729,40.74563,-73.902984,-0.00136491949445
68,107430222.669,Canal St_0,Woodside - 61 St_0,59872507.0878,47859069.7782,107731576.866,-301354.197,40.718793,-74.0007127778,40.74563,-73.902984,-0.279726896948
69,104392178.849,DeKalb Av_0,Woodside - 61 St_0,56599245.5353,47859069.7782,104458315.314,-66136.4645,40.690635,-73.981824,40.74563,-73.902984,-0.0633137384051
70,113817090.824,Court Sq_0,Woodside - 61 St_0,60166735.7594,47859069.7782,108025805.538,5791285.2864,40.74731725,-73.945274,40.74563,-73.902984,5.36102022806
71,101111099.405,Crown Hts - Utica Av_0,Woodside - 61 St_0,53269044.1815,47859069.7782,101128113.96,-17014.5547,40.668897,-73.932942,40.74563,-73.902984,-0.0168247523204
72,99893057.9686,Borough Hall_0,Woodside - 61 St_0,52166897.9996,47859069.7782,100025967.778,-132909.8092,40.69273,-73.9900898,40.74563,-73.902984,-0.132875304436
73,76448720.4309,Pennsylvania Av_0,Woodside - 61 St_0,28590212.6585,47859069.7782,76449282.4367,-562.005800009,40.664635,-73.894895,40.74563,-73.902984,-0.000735135480799
74,73166966.972,Rector St_0,Woodside - 61 St_0,25470415.5685,47859069.7782,73329485.3467,-162518.3747,40.7073372,-74.0135184,40.74563,-73.902984,-0.221627594864
75,67842017.9129,Prospect Av_1,Woodside - 61 St_0,20019529.5006,47859069.7782,67878599.2788,-36581.3659,40.665414,-73.992872,40.74563,-73.902984,-0.0538923405737
76,67328092.2542,Van Siclen Av_0,Woodside - 61 St_0,19469584.4818,47859069.7782,67328654.26,-562.005800009,40.665449,-73.889395,40.74563,-73.902984,-0.000834720084911
77,250486197.509,Atlantic Av - Barclays Ctr_0,Woodside - 61 St_0,202337824.543,47859069.7782,250196894.321,289303.1878,40.6841504444,-73.9778748889,40.74563,-73.902984,0.115630207395
78,349174852.327,Queensboro Plaza_0,Woodside - 61 St_0,251635172.674,47859069.7782,299494242.452,49680609.8748,40.750582,-73.940202,40.74563,-73.902984,16.5881685965
79,281051132.154,36 St_0,Woodside - 61 St_0,233420219.224,47859069.7782,281279289.002,-228156.8482,40.655144,-74.003549,40.74563,-73.902984,-0.0811139878124
80,286570160.715,Forest Hills - 71 Av_0,Woodside - 61 St_0,239005252.28,47859069.7782,286864322.058,-294161.3432,40.721691,-73.844521,40.74563,-73.902984,-0.102543718609
81,245299427.207,161 St - Yankee Stadium_0,Woodside - 61 St_0,197887515.002,47859069.7782,245746584.78,-447157.5732,40.8279346667,-73.925711,40.74563,-73.902984,-0.18195881485
82,237567749.795,36 Av_0,Woodside - 61 St_0,191517800.086,47859069.7782,239376869.864,-1809120.0692,40.756804,-73.929575,40.74563,-73.902984,-0.755762271529
83,239779940.116,Grant Av_0,Woodside - 61 St_0,192666263.702,47859069.7782,240525333.48,-745393.3642,40.677044,-73.86505,40.74563,-73.902984,-0.309902226686
84,227282402.478,80 St_0,Woodside - 61 St_0,180168726.064,47859069.7782,228027795.842,-745393.3642,40.679371,-73.858992,40.74563,-73.902984,-0.326887062802
85,206133332.51,Hunts Point Av_0,Woodside - 61 St_0,158457927.13,47859069.7782,206316996.908,-183664.3982,40.820948,-73.890549,40.74563,-73.902984,-0.0890204883516
86,214014009.708,Broadway_1,Woodside - 61 St_0,167599119.07,47859069.7782,215458188.848,-1444179.1402,40.76182,-73.925508,40.74563,-73.902984,-0.670282781045
87,236720188.042,Prospect Park_0,Woodside - 61 St_0,188870530.963,47859069.7782,236729600.741,-9412.6992,40.661614,-73.962246,40.74563,-73.902984,-0.00397613951552
88,207651579.706,88 St_0,Woodside - 61 St_0,160529869.789,47859069.7782,208388939.567,-737359.8612,40.679843,-73.85147,40.74563,-73.902984,-0.353838290425
89,155744374.699,72 St_2,Woodside - 61 St_0,108403102.07,47859069.7782,156262171.848,-517797.1492,40.768799,-73.958424,40.74563,-73.902984,-0.331364362261
90,126732055.241,47-50 Sts - Rockefeller Ctr_0,Woodside - 61 St_0,76858204.4696,47859069.7782,124717274.248,2014780.9932,40.758663,-73.981329,40.74563,-73.902984,1.61547869399
91,210734421.918,86 St_1,Woodside - 61 St_0,164172253.089,47859069.7782,212031322.867,-1296900.9492,40.779492,-73.955589,40.74563,-73.902984,-0.611655359059
92,116050563.605,57 St - 7 Av_0,Woodside - 61 St_0,68725914.6397,47859069.7782,116584984.418,-534420.8129,40.764664,-73.980658,40.74563,-73.902984,-0.458395920854
93,191126312.856,President St_0,Woodside - 61 St_0,143484676.568,47859069.7782,191343746.346,-217433.4902,40.667883,-73.950683,40.74563,-73.902984,-0.113635012564
94,180671905.812,Sterling St_0,Woodside - 61 St_0,133027782.432,47859069.7782,180886852.21,-214946.3982,40.662742,-73.95085,40.74563,-73.902984,-0.118829199344
95,194035490.18,Rockaway Blvd_0,Woodside - 61 St_0,146905299.215,47859069.7782,194764368.993,-728878.8132,40.680429,-73.843853,40.74563,-73.902984,-0.374236220397
96,183728787.939,30 Av_0,Woodside - 61 St_0,137043733.026,47859069.7782,184902802.804,-1174014.8652,40.766779,-73.921479,40.74563,-73.902984,-0.634936219135
97,91015690.8425,Sutter Av - Rutland Rd_0,Woodside - 61 St_0,43160896.1745,47859069.7782,91019965.9527,-4275.1102,40.664717,-73.92261,40.74563,-73.902984,-0.00469689276991
98,143827574.964,Flushing - Main St_0,Woodside - 61 St_0,102467186.766,47859069.7782,150326256.544,-6498681.5802,40.7596,-73.83003,40.74563,-73.902984,-4.32305156105
99,67016618.7347,Union St_0,Woodside - 61 St_0,19150110.6774,47859069.7782,67009180.4556,7438.2791,40.677316,-73.98311,40.74563,-73.902984,0.0111003881101
100,146947812.472,181 St_0,Woodside - 61 St_0,99186743.1656,47859069.7782,147045812.944,-98000.4718,40.849505,-73.933596,40.74563,-73.902984,-0.0666462171469
101,126351474.428,42 St - Port Authority Bus Terminal_0,Woodside - 61 St_0,78941772.0126,47859069.7782,126800841.791,-449367.3628,40.757308,-73.989735,40.74563,-73.902984,-0.354388311981
102,124423768.898,34 St - Penn Station_1,Woodside - 61 St_0,76982130.6167,47859069.7782,124841200.395,-417431.4969,40.752287,-73.993391,40.74563,-73.902984,-0.334369980086
103,114312480.784,86 St_4,Woodside - 61 St_0,66665551.5092,47859069.7782,114524621.287,-212140.5034,40.777891,-73.951787,40.74563,-73.902984,-0.185235717015
104,86580761.2763,Whitehall St_0,Woodside - 61 St_0,38805648.0008,47859069.7782,86664717.779,-83956.5027,40.703087,-74.012994,40.74563,-73.902984,-0.0968750661764
105,614243694.564,Jackson Hts - Roosevelt Av_0,Woodhaven Blvd_1,315917299.582,44045622.782,359962922.364,254280772.2,40.746644,-73.891338,40.693879,-73.851576,70.6408233743
106,300153089.16,125 St_2,Woodhaven Blvd_1,256294926.729,44045622.782,300340549.511,-187460.351,40.804138,-73.937594,40.693879,-73.851576,-0.0624159312837
107,167551615.35,Newkirk Plaza_0,Woodhaven Blvd_1,123750250.403,44045622.782,167795873.185,-244257.835,40.635082,-73.962793,40.693879,-73.851576,-0.145568440012
108,83094957.7665,Essex St_0,Woodhaven Blvd_1,38814251.2265,44045622.782,82859874.0085,235083.758,40.718315,-73.987437,40.693879,-73.851576,0.283712425119
109,110775714.389,Nostrand Av_1,Woodhaven Blvd_1,71000339.244,44045622.782,115045962.026,-4270247.637,40.680438,-73.950426,40.693879,-73.851576,-3.71177533031
110,55756380.2744,25 St_0,Woodhaven Blvd_1,11718325.4091,44045622.782,55763948.1911,-7567.9167,40.660397,-73.998091,40.693879,-73.851576,-0.013571343037
111,385070208.526,Broadway Jct_0,Woodhaven Blvd_1,326405791.399,44045622.782,370451414.181,14618794.345,40.678904,-73.9045792,40.693879,-73.851576,3.94621097002
112,127378052.474,145 St_0,Woodhaven Blvd_1,83423715.5713,44045622.782,127469338.353,-91285.8793,40.824783,-73.944216,40.693879,-73.851576,-0.0716139900617
113,312383084.838,Junction Blvd_0,Woodhaven Blvd_1,269649748.36,44045622.782,313695371.142,-1312286.304,40.749145,-73.869527,40.693879,-73.851576,-0.418331421093
114,387221697.072,Kew Gardens - Union Tpke_0,Woodhaven Blvd_1,278833714.346,44045622.782,322879337.128,64342359.944,40.714441,-73.831008,40.693879,-73.851576,19.9276796454
115,267559880.106,Grand Central - 42 St_0,Woodhaven Blvd_1,223630136.984,44045622.782,267675759.766,-115879.66,40.751707,-73.9766866,40.693879,-73.851576,-0.0432910548573
116,265372523.824,3 Av - 149 St_0,Woodhaven Blvd_1,221492451.073,44045622.782,265538073.855,-165550.031,40.816109,-73.917757,40.693879,-73.851576,-0.0623451200789
117,189095437.94,Times Sq - 42 St_0,Woodhaven Blvd_1,145182887.829,44045622.782,189228510.611,-133072.671,40.7551308,-73.9870916,40.693879,-73.851576,-0.07032379559
118,60572412.4004,Coney Island - Stillwell Av_0,Woodhaven Blvd_1,16577467.2838,44045622.782,60623090.0658,-50677.6654,40.577422,-73.981233,40.693879,-73.851576,-0.083594658974
119,185263388.073,34 St - Herald Sq_0,Woodhaven Blvd_1,140234090.533,44045622.782,184279713.315,983674.758,40.749643,-73.9878865,40.693879,-73.851576,0.533794382629
120,120100099.92,125 St_3,Woodhaven Blvd_1,76107032.3074,44045622.782,120152655.089,-52555.1694,40.811109,-73.952343,40.693879,-73.851576,-0.0437403312985
121,118192219.787,96 St_0,Woodhaven Blvd_1,74171566.4436,44045622.782,118217189.226,-24969.4386,40.793919,-73.972323,40.693879,-73.851576,-0.0211216649318
122,133187740.299,Fulton St_1,Woodhaven Blvd_1,89515357.0672,44045622.782,133560979.849,-373239.5502,40.7102996,-74.0087818,40.693879,-73.851576,-0.279452539672
123,128124522.087,Kings Hwy_0,Woodhaven Blvd_1,84282687.3848,44045622.782,128328310.167,-203788.0798,40.60867,-73.957734,40.693879,-73.851576,-0.1588021221
124,122604252.24,Hoyt - Schermerhorn Sts_0,Woodhaven Blvd_1,81539629.5011,44045622.782,125585252.283,-2981000.0431,40.688484,-73.985001,40.693879,-73.851576,-2.37368639144
125,125087618.636,34 St - Penn Station_0,Woodhaven Blvd_1,81124382.4464,44045622.782,125170005.228,-82386.5924,40.750373,-73.991057,40.693879,-73.851576,-0.0658197562984
126,122307157.288,Fulton St_0,Woodhaven Blvd_1,78639689.6565,44045622.782,122685312.438,-378155.1505,40.7097353333,-74.006908,40.693879,-73.851576,-0.308231802963
127,121447355.63,W 4 St_0,Woodhaven Blvd_1,76243580.2394,44045622.782,120289203.021,1158152.6086,40.732338,-74.000495,40.693879,-73.851576,0.962806785239
128,114571454.935,Broadway-Lafayette St_0,Woodhaven Blvd_1,69833172.7074,44045622.782,113878795.489,692659.4456,40.725297,-73.996204,40.693879,-73.851576,0.608242686993
129,110060218.418,Canal St_2,Woodhaven Blvd_1,66156570.768,44045622.782,110202193.55,-141975.132,40.720824,-74.005229,40.693879,-73.851576,-0.128831493663
130,101337184.443,Utica Av_0,Woodhaven Blvd_1,62383820.4525,44045622.782,106429443.234,-5092258.7915,40.679364,-73.930729,40.693879,-73.851576,-4.78463349684
131,104142214.866,Canal St_0,Woodhaven Blvd_1,59872507.0878,44045622.782,103918129.87,224084.9962,40.718793,-74.0007127778,40.693879,-73.851576,0.215636093991
132,100397215.366,DeKalb Av_0,Woodhaven Blvd_1,56599245.5353,44045622.782,100644868.317,-247652.9513,40.690635,-73.981824,40.693879,-73.851576,-0.246066148668
133,112391663.062,Court Sq_0,Woodhaven Blvd_1,60166735.7594,44045622.782,104212358.541,8179304.5206,40.74731725,-73.945274,40.693879,-73.851576,7.8486895749
134,97266971.4408,Crown Hts - Utica Av_0,Woodhaven Blvd_1,53269044.1815,44045622.782,97314666.9635,-47695.5227,40.668897,-73.932942,40.693879,-73.851576,-0.0490116486941
135,96137186.5678,Borough Hall_0,Woodhaven Blvd_1,52166897.9996,44045622.782,96212520.7816,-75334.2138,40.69273,-73.9900898,40.693879,-73.851576,-0.0782998025496
136,72461698.8636,Pennsylvania Av_0,Woodhaven Blvd_1,28590212.6585,44045622.782,72635835.4405,-174136.5769,40.664635,-73.894895,40.693879,-73.851576,-0.2397392084
137,69470784.8235,Rector St_0,Woodhaven Blvd_1,25470415.5685,44045622.782,69516038.3505,-45253.527,40.7073372,-74.0135184,40.693879,-73.851576,-0.0650979659857
138,64058724.7608,Prospect Av_1,Woodhaven Blvd_1,20019529.5006,44045622.782,64065152.2826,-6427.5218,40.665414,-73.992872,40.693879,-73.851576,-0.0100327893886
139,63398993.9672,Van Siclen Av_0,Woodhaven Blvd_1,19469584.4818,44045622.782,63515207.2638,-116213.2966,40.665449,-73.889395,40.693879,-73.851576,-0.182969247219
140,247442774.671,Atlantic Av - Barclays Ctr_0,Woodhaven Blvd_1,202337824.543,44045622.782,246383447.325,1059327.346,40.6841504444,-73.9778748889,40.693879,-73.851576,0.429950695755
141,295820872.576,Queensboro Plaza_0,Woodhaven Blvd_1,251635172.674,44045622.782,295680795.456,140077.12,40.750582,-73.940202,40.693879,-73.851576,0.04737443965
142,277470571.823,36 St_0,Woodhaven Blvd_1,233420219.224,44045622.782,277465842.006,4729.81700003,40.655144,-74.003549,40.693879,-73.851576,0.00170464838693
143,463292570.328,Forest Hills - 71 Av_0,Woodhaven Blvd_1,239005252.28,44045622.782,283050875.062,180241695.266,40.721691,-73.844521,40.693879,-73.851576,63.6781975066
144,241896977.602,161 St - Yankee Stadium_0,Woodhaven Blvd_1,197887515.002,44045622.782,241933137.784,-36160.182,40.8279346667,-73.925711,40.693879,-73.851576,-0.0149463534972
145,235248348.64,36 Av_0,Woodhaven Blvd_1,191517800.086,44045622.782,235563422.868,-315074.228,40.756804,-73.929575,40.693879,-73.851576,-0.133753459754
146,232610014.751,Grant Av_0,Woodhaven Blvd_1,192666263.702,44045622.782,236711886.484,-4101871.733,40.677044,-73.86505,40.693879,-73.851576,-1.73285414346
147,220233891.724,80 St_0,Woodhaven Blvd_1,180168726.064,44045622.782,224214348.846,-3980457.122,40.679371,-73.858992,40.693879,-73.851576,-1.77529098494
148,202461857.012,Hunts Point Av_0,Woodhaven Blvd_1,158457927.13,44045622.782,202503549.912,-41692.9,40.820948,-73.890549,40.693879,-73.851576,-0.0205887254906
149,211337724.13,Broadway_1,Woodhaven Blvd_1,167599119.07,44045622.782,211644741.852,-307017.722,40.76182,-73.925508,40.693879,-73.851576,-0.14506276854
150,232491821.721,Prospect Park_0,Woodhaven Blvd_1,188870530.963,44045622.782,232916153.745,-424332.024,40.661614,-73.962246,40.693879,-73.851576,-0.182182307743
151,200773023.175,88 St_0,Woodhaven Blvd_1,160529869.789,44045622.782,204575492.571,-3802469.396,40.679843,-73.85147,40.693879,-73.851576,-1.8587120814
152,151992824.371,72 St_2,Woodhaven Blvd_1,108403102.07,44045622.782,152448724.852,-455900.481,40.768799,-73.958424,40.693879,-73.851576,-0.299051685373
153,122023174.086,47-50 Sts - Rockefeller Ctr_0,Woodhaven Blvd_1,76858204.4696,44045622.782,120903827.252,1119346.8344,40.758663,-73.981329,40.693879,-73.851576,0.925815881801
154,207968546.052,86 St_1,Woodhaven Blvd_1,164172253.089,44045622.782,208217875.871,-249329.819,40.779492,-73.955589,40.693879,-73.851576,-0.119744675118
155,112673010.374,57 St - 7 Av_0,Woodhaven Blvd_1,68725914.6397,44045622.782,112771537.422,-98527.0477,40.764664,-73.980658,40.693879,-73.851576,-0.0873687190515
156,187255720.214,President St_0,Woodhaven Blvd_1,143484676.568,44045622.782,187530299.35,-274579.136,40.667883,-73.950683,40.693879,-73.851576,-0.146418545137
157,176801125.465,Sterling St_0,Woodhaven Blvd_1,133027782.432,44045622.782,177073405.214,-272279.749,40.662742,-73.95085,40.693879,-73.851576,-0.15376659678
158,187472235.369,Rockaway Blvd_0,Woodhaven Blvd_1,146905299.215,44045622.782,190950921.997,-3478686.628,40.680429,-73.843853,40.693879,-73.851576,-1.82177000855
