,delay,station_0,station_1,delay_0,delay_1,sum,synergy,station_0_lat,station_0_lon,station_1_lat,station_1_lon,percent(%),similarity,distance,degree_0,degree_1
68,107430222.669,Canal St_0,Woodside - 61 St_0,59872507.0878,47859069.7782,107731576.866,-301354.197,40.718793,-74.0007127778,40.74563,-73.902984,-0.279726896948,0.0,5.453815949528944,9,4
69,104392178.849,DeKalb Av_0,Woodside - 61 St_0,56599245.5353,47859069.7782,104458315.314,-66136.4645,40.690635,-73.981824,40.74563,-73.902984,-0.0633137384051,0.0,5.6154553033067875,4,4
70,113817090.824,Court Sq_0,Woodside - 61 St_0,60166735.7594,47859069.7782,108025805.538,5791285.2864,40.74731725,-73.945274,40.74563,-73.902984,5.36102022806,0.25,2.22238801232403,5,4
71,101111099.405,Crown Hts - Utica Av_0,Woodside - 61 St_0,53269044.1815,47859069.7782,101128113.96,-17014.5547,40.668897,-73.932942,40.74563,-73.902984,-0.0168247523204,0.0,5.523488746035924,3,4
72,99893057.9686,Borough Hall_0,Woodside - 61 St_0,52166897.9996,47859069.7782,100025967.778,-132909.8092,40.69273,-73.9900898,40.74563,-73.902984,-0.132875304436,0.0,5.851264632393279,5,4
73,76448720.4309,Pennsylvania Av_0,Woodside - 61 St_0,28590212.6585,47859069.7782,76449282.4367,-562.005800009,40.664635,-73.894895,40.74563,-73.902984,-0.000735135480799,0.0,5.604948344692933,2,4
74,73166966.972,Rector St_0,Woodside - 61 St_0,25470415.5685,47859069.7782,73329485.3467,-162518.3747,40.7073372,-74.0135184,40.74563,-73.902984,-0.221627594864,0.0,6.37576469086016,3,4
75,67842017.9129,Prospect Av_1,Woodside - 61 St_0,20019529.5006,47859069.7782,67878599.2788,-36581.3659,40.665414,-73.992872,40.74563,-73.902984,-0.0538923405737,0.0,7.274382300030395,2,4
76,67328092.2542,Van Siclen Av_0,Woodside - 61 St_0,19469584.4818,47859069.7782,67328654.26,-562.005800009,40.665449,-73.889395,40.74563,-73.902984,-0.000834720084911,0.0,5.578489326319771,2,4
77,250486197.509,Atlantic Av - Barclays Ctr_0,Woodside - 61 St_0,202337824.543,47859069.7782,250196894.321,289303.1878,40.6841504444,-73.9778748889,40.74563,-73.902984,0.115630207395,0.0,5.784252236056393,9,4
78,349174852.327,Queensboro Plaza_0,Woodside - 61 St_0,251635172.674,47859069.7782,299494242.452,49680609.8748,40.750582,-73.940202,40.74563,-73.902984,16.5881685965,0.333333333333,1.98278051429821,5,4
79,281051132.154,36 St_0,Woodside - 61 St_0,233420219.224,47859069.7782,281279289.002,-228156.8482,40.655144,-74.003549,40.74563,-73.902984,-0.0811139878124,0.0,8.177716601406965,5,4
80,286570160.715,Forest Hills - 71 Av_0,Woodside - 61 St_0,239005252.28,47859069.7782,286864322.058,-294161.3432,40.721691,-73.844521,40.74563,-73.902984,-0.102543718609,0.0,3.485015431541759,4,4
81,245299427.207,161 St - Yankee Stadium_0,Woodside - 61 St_0,197887515.002,47859069.7782,245746584.78,-447157.5732,40.8279346667,-73.925711,40.74563,-73.902984,-0.18195881485,0.0,5.803017880488142,4,4
82,237567749.795,36 Av_0,Woodside - 61 St_0,191517800.086,47859069.7782,239376869.864,-1809120.0692,40.756804,-73.929575,40.74563,-73.902984,-0.755762271529,0.0,1.5942249674068938,2,4
83,239779940.116,Grant Av_0,Woodside - 61 St_0,192666263.702,47859069.7782,240525333.48,-745393.3642,40.677044,-73.86505,40.74563,-73.902984,-0.309902226686,0.0,5.134645964623107,2,4
84,227282402.478,80 St_0,Woodside - 61 St_0,180168726.064,47859069.7782,228027795.842,-745393.3642,40.679371,-73.858992,40.74563,-73.902984,-0.326887062802,0.0,5.122370495082684,2,4
85,206133332.51,Hunts Point Av_0,Woodside - 61 St_0,158457927.13,47859069.7782,206316996.908,-183664.3982,40.820948,-73.890549,40.74563,-73.902984,-0.0890204883516,0.0,5.237940153050588,3,4
86,214014009.708,Broadway_1,Woodside - 61 St_0,167599119.07,47859069.7782,215458188.848,-1444179.1402,40.76182,-73.925508,40.74563,-73.902984,-0.670282781045,0.0,1.6263275103514152,2,4
87,236720188.042,Prospect Park_0,Woodside - 61 St_0,188870530.963,47859069.7782,236729600.741,-9412.6992,40.661614,-73.962246,40.74563,-73.902984,-0.00397613951552,0.0,6.579747041867556,4,4
